editPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,webLinkTimes,stuck,,Max,Min,Interval,Increments,Total Count,
0,0,0,0,0,0,NO,,96.610169,0,4.83050845,4.83050845,3,3
0,0,0,0,0,0,NO,,,,,9.6610169,3,0
0,0,0,0,0,0,NO,,,,,14.49152535,3,0
30.434783,0,2.173913,54.347826,13.043478,0,NO,,,,,19.3220338,6,3
74.358974,0,0,0,25.641026,16,NO,,,,,24.15254225,8,2
34.693878,0,4.081633,57.142857,4.081633,0,NO,,,,,28.9830507,10,2
34.693878,44.897959,2.040816,16.326531,2.040816,0,NO,,,,,33.81355915,16,6
31.914894,55.319149,0,12.765957,0,0,NO,,,,,38.6440676,23,7
53.061224,34.693878,0,8.163265,4.081633,0,NO,,,,,43.47457605,24,1
30.769231,61.538462,0,5.769231,1.923077,0,NO,,,,,48.3050845,29,5
33.928571,53.571429,1.785714,10.714286,0,0,NO,,,,,53.13559295,36,7
54.545455,40.909091,0,0,4.545455,0,NO,,,,,57.9661014,38,2
51.219512,34.146341,0,0,14.634146,0,NO,,,,,62.79660985,38,0
46.428571,48.214286,0,0,5.357143,0,NO,,,,,67.6271183,39,1
50,33.333333,10.416667,4.166667,2.083333,0,NO,,,,,72.45762675,39,0
39.215686,58.823529,0,0,1.960784,0,NO,,,,,77.2881352,40,1
56,38,0,0,6,0,NO,,,,,82.11864365,40,0
29.090909,67.272727,0,0,3.636364,0,NO,,,,,86.9491521,40,0
48.076923,51.923077,0,0,0,0,NO,,,,,91.77966055,40,0
63.265306,36.734694,0,0,0,0,NO,,,,,96.610169,40,0
28.846154,55.769231,0,11.538462,3.846154,2,NO,,,,,,,
16.666667,69.047619,0,14.285714,0,0,NO,,,,,,,
34.615385,65.384615,0,0,0,0,NO,,,,,,,
30.612245,53.061224,0,12.244898,4.081633,0,NO,,,,,,,
35.555556,55.555556,0,0,8.888889,0,NO,,,,,,,
32,66,2,0,0,0,NO,,,,,,,
47.169811,52.830189,0,0,0,0,NO,,,,,,,
45.454545,47.727273,6.818182,0,0,0,NO,,,,,,,
34.693878,42.857143,2.040816,20.408163,0,0,NO,,,,,,,
22.857143,40,11.428571,22.857143,2.857143,0,NO,,,,,,,
50,29.545455,6.818182,9.090909,4.545455,0,NO,,,,,,,
51.111111,40,4.444444,0,4.444444,0,NO,,,,,,,
34.782609,45.652174,0,17.391304,2.173913,0,NO,,,,,,,
21.276596,65.957447,4.255319,8.510638,0,0,NO,,,,,,,
15.686275,78.431373,1.960784,3.921569,0,0,NO,,,,,,,
17.021277,74.468085,0,4.255319,4.255319,0,NO,,,,,,,
52.083333,37.5,0,8.333333,2.083333,0,NO,,,,,,,
48.837209,37.209302,4.651163,6.976744,2.325581,0,NO,,,,,,,
26,60,10,4,0,0,NO,,,,,,,
45.283019,28.301887,3.773585,3.773585,18.867925,0,NO,,,,,,,
43.137255,52.941176,3.921569,0,0,0,NO,,,,,,,
29.090909,70.909091,0,0,0,0,NO,,,,,,,
26.923077,73.076923,0,0,0,0,NO,,,,,,,
26.785714,73.214286,0,0,0,0,NO,,,,,,,
46.296296,53.703704,0,0,0,0,NO,,,,,,,
48.888889,40,4.444444,0,6.666667,0,NO,,,,,,,
40,46,0,8,6,0,NO,,,,,,,
31.111111,53.333333,0,8.888889,6.666667,0,NO,,,,,,,
34,54,0,8,4,0,NO,,,,,,,
49.019608,47.058824,0,0,3.921569,0,NO,,,,,,,
31.372549,60.784314,0,7.843137,0,0,NO,,,,,,,
28.571429,59.183673,0,12.244898,0,0,NO,,,,,,,
27.45098,64.705882,0,7.843137,0,0,NO,,,,,,,
35.555556,42.222222,6.666667,13.333333,2.222222,0,NO,,,,,,,
23.404255,63.829787,0,0,12.765957,0,NO,,,,,,,
28,68,0,0,4,0,NO,,,,,,,
24.074074,72.222222,0,0,3.703704,0,NO,,,,,,,
31.111111,66.666667,0,0,2.222222,0,NO,,,,,,,
43.75,56.25,0,0,0,0,NO,,,,,,,
25,57.5,0,5,12.5,0,NO,,,,,,,
27.777778,52.777778,0,0,19.444444,0,NO,,,,,,,
19.565217,63.043478,4.347826,8.695652,4.347826,8,NO,,,,,,,
21.95122,46.341463,4.878049,14.634146,12.195122,0,NO,,,,,,,
27.272727,54.545455,0,13.636364,4.545455,0,NO,,,,,,,
26,60,0,14,0,5,NO,,,,,,,
39.534884,44.186047,0,11.627907,4.651163,0,NO,,,,,,,
39.215686,54.901961,0,0,5.882353,0,NO,,,,,,,
25.531915,65.957447,0,4.255319,4.255319,0,NO,,,,,,,
27.659574,68.085106,0,4.255319,0,0,NO,,,,,,,
36.170213,51.06383,0,12.765957,0,0,NO,,,,,,,
28.571429,65.306122,0,0,6.122449,3,NO,,,,,,,
18.604651,67.44186,0,9.302326,4.651163,0,NO,,,,,,,
34,52,0,12,2,0,NO,,,,,,,
43.137255,49.019608,0,3.921569,3.921569,0,NO,,,,,,,
60.869565,39.130435,0,0,0,0,NO,,,,,,,
25.531915,59.574468,0,0,14.893617,0,NO,,,,,,,
23.913043,56.521739,4.347826,13.043478,2.173913,0,NO,,,,,,,
44.680851,40.425532,0,0,14.893617,0,NO,,,,,,,
31.372549,54.901961,0,3.921569,9.803922,3,NO,,,,,,,
0,0,0,0,0,0,NO,,,,,,,
8,0,6,84,2,0,NO,,,,,,,
50,21.73913,0,21.73913,6.521739,3,NO,,,,,,,
40,33.333333,4.444444,17.777778,4.444444,0,NO,,,,,,,
44.444444,42.222222,2.222222,8.888889,2.222222,0,NO,,,,,,,
30.769231,50,0,15.384615,3.846154,0,NO,,,,,,,
24.489796,48.979592,0,22.44898,4.081633,0,NO,,,,,,,
29.166667,50,6.25,10.416667,4.166667,0,NO,,,,,,,
30.434783,58.695652,0,4.347826,6.521739,0,NO,,,,,,,
54.901961,41.176471,0,0,3.921569,0,NO,,,,,,,
54,42,0,4,0,0,NO,,,,,,,
28,60,2,8,2,0,NO,,,,,,,
33.333333,60.416667,2.083333,0,4.166667,0,NO,,,,,,,
32,60,2,0,6,0,NO,,,,,,,
29.411765,43.137255,0,19.607843,7.843137,0,NO,,,,,,,
23.913043,36.956522,6.521739,21.73913,10.869565,0,NO,,,,,,,
3.703704,68.518519,7.407407,20.37037,0,33,NO,,,,,,,
0,0,0,0,0,0,NO,,,,,,,
45,0,2.5,50,2.5,0,NO,,,,,,,
3.921569,0,5.882353,88.235294,1.960784,0,NO,,,,,,,
28.301887,56.603774,0,11.320755,3.773585,0,NO,,,,,,,
19.642857,69.642857,0,5.357143,5.357143,0,NO,,,,,,,
21.568627,45.098039,5.882353,27.45098,0,0,NO,,,,,,,
41.818182,47.272727,1.818182,7.272727,1.818182,0,NO,,,,,,,
15.254237,84.745763,0,0,0,0,NO,,,,,,,
17.241379,79.310345,0,0,3.448276,0,NO,,,,,,,
16.949153,83.050847,0,0,0,0,NO,,,,,,,
10.344828,86.206897,0,0,3.448276,0,NO,,,,,,,
10.344828,86.206897,0,0,3.448276,0,NO,,,,,,,
15.517241,84.482759,0,0,0,0,NO,,,,,,,
13.793103,86.206897,0,0,0,0,NO,,,,,,,
15.517241,82.758621,0,0,1.724138,0,NO,,,,,,,
19.642857,80.357143,0,0,0,0,NO,,,,,,,
36.538462,53.846154,1.923077,0,7.692308,0,NO,,,,,,,
30,64,0,0,6,0,NO,,,,,,,
10.169492,89.830508,0,0,0,0,NO,,,,,,,
8.928571,91.071429,0,0,0,0,NO,,,,,,,
15.517241,81.034483,0,0,3.448276,0,NO,,,,,,,
10.169492,88.135593,0,0,1.694915,0,NO,,,,,,,
22.44898,69.387755,6.122449,0,2.040816,0,NO,,,,,,,
29.62963,64.814815,0,0,5.555556,0,NO,,,,,,,
30.909091,63.636364,0,0,5.454545,0,NO,,,,,,,
26.315789,70.175439,0,0,3.508772,0,NO,,,,,,,
18.867925,73.584906,0,0,7.54717,0,NO,,,,,,,
20,78.181818,0,0,1.818182,0,NO,,,,,,,
38.77551,55.102041,0,0,6.122449,0,NO,,,,,,,
24.528302,69.811321,0,0,5.660377,0,NO,,,,,,,
19.298246,77.192982,0,0,3.508772,0,NO,,,,,,,
23.214286,71.428571,0,0,5.357143,0,NO,,,,,,,
36.538462,61.538462,0,0,1.923077,0,NO,,,,,,,
40.740741,53.703704,0,0,5.555556,0,NO,,,,,,,
39.285714,58.928571,0,0,1.785714,0,NO,,,,,,,
42.857143,46.938776,4.081633,0,6.122449,0,NO,,,,,,,
48,46,2,0,4,0,NO,,,,,,,
31.578947,68.421053,0,0,0,0,NO,,,,,,,
54.901961,37.254902,1.960784,0,5.882353,0,NO,,,,,,,
63.265306,32.653061,0,0,4.081633,0,NO,,,,,,,
41.666667,50,0,0,8.333333,0,NO,,,,,,,
43.137255,52.941176,0,0,3.921569,0,NO,,,,,,,
28.070175,68.421053,0,0,3.508772,0,NO,,,,,,,
33.333333,66.666667,0,0,0,0,NO,,,,,,,
66.666667,31.481481,0,0,1.851852,0,NO,,,,,,,
35.185185,61.111111,0,0,3.703704,0,NO,,,,,,,
20.37037,72.222222,0,0,7.407407,0,NO,,,,,,,
21.428571,76.785714,0,0,1.785714,0,NO,,,,,,,
20.689655,75.862069,0,0,3.448276,0,NO,,,,,,,
13.461538,80.769231,0,0,5.769231,0,NO,,,,,,,
50,44,0,0,6,0,NO,,,,,,,
28.571429,32.653061,2.040816,32.653061,4.081633,0,NO,,,,,,,
15.09434,52.830189,0,30.188679,1.886792,0,NO,,,,,,,
31.25,52.083333,4.166667,12.5,0,0,NO,,,,,,,
20.37037,79.62963,0,0,0,0,NO,,,,,,,
17.307692,82.692308,0,0,0,0,NO,,,,,,,
16.666667,83.333333,0,0,0,0,NO,,,,,,,
15.09434,84.90566,0,0,0,0,NO,,,,,,,
27.083333,60.416667,8.333333,0,4.166667,0,NO,,,,,,,
29.62963,62.962963,0,7.407407,0,0,NO,,,,,,,
31.481481,62.962963,0,0,5.555556,0,NO,,,,,,,
56.818182,29.545455,0,0,13.636364,10,NO,,,,,,,
29.787234,42.553191,4.255319,12.765957,10.638298,0,NO,,,,,,,
28,68,0,0,4,0,NO,,,,,,,
25,56.25,8.333333,8.333333,2.083333,0,NO,,,,,,,
32.142857,58.928571,0,7.142857,1.785714,0,NO,,,,,,,
40,52.727273,0,1.818182,5.454545,0,NO,,,,,,,
22.222222,72.222222,0,0,5.555556,0,NO,,,,,,,
31.481481,62.962963,1.851852,0,3.703704,0,NO,,,,,,,
17.307692,65.384615,3.846154,5.769231,7.692308,0,NO,,,,,,,
0,0,0,0,0,0,NO,,,,,,,
21.052632,0,5.263158,73.684211,0,3,NO,,,,,,,
33.333333,6.25,6.25,52.083333,2.083333,1,NO,,,,,,,
41.509434,32.075472,0,18.867925,7.54717,5,NO,,,,,,,
38.181818,45.454545,0,14.545455,1.818182,5,NO,,,,,,,
28,50,8,10,4,0,NO,,,,,,,
48.888889,40,0,6.666667,4.444444,0,NO,,,,,,,
24.074074,61.111111,0,14.814815,0,4,NO,,,,,,,
28.846154,44.230769,0,26.923077,0,3,NO,,,,,,,
30.188679,43.396226,0,15.09434,11.320755,0,NO,,,,,,,
26.530612,59.183673,0,8.163265,6.122449,0,NO,,,,,,,
28.301887,64.150943,0,3.773585,3.773585,0,NO,,,,,,,
21.153846,59.615385,0,3.846154,15.384615,0,NO,,,,,,,
16.363636,74.545455,0,7.272727,1.818182,0,NO,,,,,,,
10.714286,71.428571,0,17.857143,0,0,NO,,,,,,,
37.254902,43.137255,0,11.764706,7.843137,0,NO,,,,,,,
28.888889,48.888889,0,22.222222,0,0,NO,,,,,,,
57.692308,32.692308,0,3.846154,5.769231,0,NO,,,,,,,
7.843137,80.392157,0,7.843137,3.921569,0,NO,,,,,,,
23.404255,44.680851,4.255319,25.531915,2.12766,0,NO,,,,,,,
20.408163,61.22449,0,16.326531,2.040816,3,NO,,,,,,,
26.923077,61.538462,0,7.692308,3.846154,0,NO,,,,,,,
62,26,4,8,0,0,NO,,,,,,,
23.636364,70.909091,0,3.636364,1.818182,0,NO,,,,,,,
26.785714,62.5,0,5.357143,5.357143,0,NO,,,,,,,
17.021277,70.212766,0,8.510638,4.255319,0,NO,,,,,,,
18.75,64.583333,0,8.333333,8.333333,0,NO,,,,,,,
32.692308,59.615385,0,5.769231,1.923077,3,NO,,,,,,,
20,50,4,24,2,2,NO,,,,,,,
25.925926,64.814815,0,7.407407,1.851852,0,NO,,,,,,,
13.793103,74.137931,0,10.344828,1.724138,0,NO,,,,,,,
29.166667,43.75,0,22.916667,4.166667,0,NO,,,,,,,
18.181818,72.727273,0,9.090909,0,0,NO,,,,,,,
18.75,68.75,0,8.333333,4.166667,0,NO,,,,,,,
21.052632,77.192982,0,0,1.754386,0,NO,,,,,,,
16,76,0,8,0,0,NO,,,,,,,
11.538462,75,0,11.538462,1.923077,6,NO,,,,,,,
17.307692,69.230769,0,7.692308,5.769231,0,NO,,,,,,,
30,62,0,2,6,0,NO,,,,,,,
11.320755,66.037736,0,5.660377,16.981132,0,NO,,,,,,,
45.833333,47.916667,0,0,6.25,0,NO,,,,,,,
44.897959,46.938776,0,0,8.163265,0,NO,,,,,,,
50.980392,45.098039,0,0,3.921569,0,NO,,,,,,,
47.169811,47.169811,0,0,5.660377,0,NO,,,,,,,
42.857143,48.979592,0,0,8.163265,0,NO,,,,,,,
49.019608,47.058824,0,0,3.921569,0,NO,,,,,,,
40.425532,57.446809,0,0,2.12766,0,NO,,,,,,,
26.829268,73.170732,0,0,0,5,NO,,,,,,,
18,58,4,12,8,0,NO,,,,,,,
28,70,0,0,2,0,NO,,,,,,,
13.207547,86.792453,0,0,0,0,NO,,,,,,,
18.867925,77.358491,0,0,3.773585,0,NO,,,,,,,
20.754717,77.358491,0,0,1.886792,0,NO,,,,,,,
46,50,0,0,4,0,NO,,,,,,,
41.509434,52.830189,0,0,5.660377,0,NO,,,,,,,
38.095238,57.142857,0,0,4.761905,3,NO,,,,,,,
35.416667,47.916667,0,12.5,4.166667,7,NO,,,,,,,
26.415094,58.490566,0,11.320755,3.773585,0,NO,,,,,,,
20.37037,64.814815,0,14.814815,0,0,NO,,,,,,,
46.938776,38.77551,0,4.081633,10.204082,0,NO,,,,,,,
60.714286,32.142857,0,0,7.142857,0,NO,,,,,,,
47.368421,50.877193,0,0,1.754386,0,NO,,,,,,,
50.943396,41.509434,0,7.54717,0,0,NO,,,,,,,
55.172414,44.827586,0,0,0,0,NO,,,,,,,
30.769231,61.538462,0,7.692308,0,0,NO,,,,,,,
12.5,50,0,35.416667,2.083333,0,NO,,,,,,,
38.983051,55.932203,0,5.084746,0,0,NO,,,,,,,
20.833333,66.666667,4.166667,4.166667,4.166667,0,NO,,,,,,,
51.219512,43.902439,0,0,4.878049,0,NO,,,,,,,
43.859649,54.385965,0,0,1.754386,0,NO,,,,,,,
37.5,56.25,0,0,6.25,0,NO,,,,,,,
58.333333,29.166667,0,0,12.5,0,NO,,,,,,,
21.428571,67.857143,0,7.142857,3.571429,0,NO,,,,,,,
29.824561,61.403509,0,7.017544,1.754386,0,NO,,,,,,,
31.578947,61.403509,0,3.508772,3.508772,0,NO,,,,,,,
21.568627,68.627451,0,7.843137,1.960784,0,NO,,,,,,,
31.372549,54.901961,0,7.843137,5.882353,0,NO,,,,,,,
25.531915,59.574468,0,8.510638,6.382979,0,NO,,,,,,,
45.652174,41.304348,4.347826,4.347826,4.347826,0,NO,,,,,,,
42.857143,48.979592,4.081633,0,4.081633,0,NO,,,,,,,
44.680851,55.319149,0,0,0,0,NO,,,,,,,
30.612245,55.102041,4.081633,4.081633,6.122449,0,NO,,,,,,,
26.530612,61.22449,4.081633,8.163265,0,0,NO,,,,,,,
32.608696,45.652174,4.347826,8.695652,8.695652,0,NO,,,,,,,
26,64,0,4,6,0,NO,,,,,,,
25,57.692308,0,7.692308,9.615385,0,NO,,,,,,,
24.074074,68.518519,0,3.703704,3.703704,0,NO,,,,,,,
42.307692,53.846154,0,0,3.846154,0,NO,,,,,,,
32.142857,58.928571,0,7.142857,1.785714,0,NO,,,,,,,
0,0,0,0,0,0,NO,,,,,,,
30.555556,0,2.777778,66.666667,0,5,NO,,,,,,,
14.893617,14.893617,8.510638,55.319149,6.382979,0,NO,,,,,,,
18.518519,77.777778,0,0,3.703704,0,NO,,,,,,,
14,68,0,16,2,3,NO,,,,,,,
19.230769,69.230769,0,7.692308,3.846154,0,NO,,,,,,,
30.612245,61.22449,0,0,8.163265,0,NO,,,,,,,
28.846154,61.538462,0,3.846154,5.769231,0,NO,,,,,,,
30.188679,60.377358,0,3.773585,5.660377,0,NO,,,,,,,
36.538462,57.692308,0,0,5.769231,0,NO,,,,,,,
17.647059,78.431373,0,0,3.921569,0,NO,,,,,,,
25.925926,66.666667,0,3.703704,3.703704,0,NO,,,,,,,
19.298246,77.192982,0,0,3.508772,0,NO,,,,,,,
27.45098,66.666667,0,0,5.882353,0,NO,,,,,,,
31.372549,62.745098,0,3.921569,1.960784,0,NO,,,,,,,
4.166667,64.583333,4.166667,20.833333,6.25,0,NO,,,,,,,
22,70,4,0,4,3,NO,,,,,,,
38.77551,48.979592,0,4.081633,8.163265,0,NO,,,,,,,
32.727273,63.636364,3.636364,0,0,0,NO,,,,,,,
32.075472,66.037736,0,0,1.886792,0,NO,,,,,,,
23.636364,67.272727,5.454545,3.636364,0,0,NO,,,,,,,
27.45098,66.666667,1.960784,3.921569,0,0,NO,,,,,,,
24.489796,75.510204,0,0,0,3,NO,,,,,,,
16.326531,67.346939,0,16.326531,0,0,NO,,,,,,,
37.777778,62.222222,0,0,0,3,NO,,,,,,,
8.163265,61.22449,10.204082,20.408163,0,0,NO,,,,,,,
29.787234,65.957447,0,4.255319,0,0,NO,,,,,,,
21.73913,69.565217,0,8.695652,0,4,NO,,,,,,,
19.607843,54.901961,9.803922,15.686275,0,0,NO,,,,,,,
24.444444,57.777778,13.333333,4.444444,0,0,NO,,,,,,,
37.254902,54.901961,0,0,7.843137,0,NO,,,,,,,
27.272727,70.909091,0,0,1.818182,0,NO,,,,,,,
23.529412,68.627451,0,0,7.843137,0,NO,,,,,,,
23.214286,60.714286,0,0,16.071429,0,NO,,,,,,,
47.368421,28.070175,0,0,24.561404,0,NO,,,,,,,
24.489796,63.265306,0,4.081633,8.163265,0,NO,,,,,,,
12,66,4,16,2,0,NO,,,,,,,
23.529412,70.588235,0,3.921569,1.960784,0,NO,,,,,,,
33.333333,62.745098,0,0,3.921569,0,NO,,,,,,,
37.254902,50.980392,3.921569,7.843137,0,5,NO,,,,,,,
14.285714,67.346939,4.081633,8.163265,6.122449,0,NO,,,,,,,
36,52,0,4,8,0,NO,,,,,,,
39.583333,52.083333,0,0,8.333333,0,NO,,,,,,,
17.647059,72.54902,0,3.921569,5.882353,0,NO,,,,,,,
33.333333,57.407407,0,3.703704,5.555556,0,NO,,,,,,,
29.310345,68.965517,0,0,1.724138,0,NO,,,,,,,
30.188679,67.924528,0,0,1.886792,0,NO,,,,,,,
35.416667,47.916667,4.166667,4.166667,8.333333,0,NO,,,,,,,
30.357143,67.857143,0,0,1.785714,0,NO,,,,,,,
40.384615,53.846154,0,0,5.769231,0,NO,,,,,,,
22.727273,52.272727,0,13.636364,11.363636,0,NO,,,,,,,
17.777778,60,4.444444,8.888889,8.888889,0,NO,,,,,,,
38.888889,57.407407,0,0,3.703704,0,NO,,,,,,,
37.037037,61.111111,0,0,1.851852,0,NO,,,,,,,
22,64,4,4,6,0,NO,,,,,,,
22.916667,54.166667,8.333333,12.5,2.083333,0,NO,,,,,,,
43.636364,56.363636,0,0,0,1,NO,,,,,,,
24.074074,55.555556,0,11.111111,9.259259,0,NO,,,,,,,
33.333333,64.814815,0,0,1.851852,0,NO,,,,,,,
27.083333,62.5,0,0,10.416667,0,NO,,,,,,,
20.454545,61.363636,0,9.090909,9.090909,0,NO,,,,,,,
17.647059,62.745098,3.921569,13.72549,1.960784,0,NO,,,,,,,
29.090909,67.272727,0,0,3.636364,0,NO,,,,,,,
40.740741,55.555556,0,0,3.703704,0,NO,,,,,,,
25.862069,72.413793,0,0,1.724138,0,NO,,,,,,,
17.647059,76.470588,0,3.921569,1.960784,0,NO,,,,,,,
43.75,56.25,0,0,0,0,NO,,,,,,,
28.301887,62.264151,0,7.54717,1.886792,0,NO,,,,,,,
20,66.666667,0,8.888889,4.444444,0,NO,,,,,,,
16,66,0,12,6,0,NO,,,,,,,
45.833333,41.666667,0,0,12.5,0,NO,,,,,,,
35.294118,56.862745,0,3.921569,3.921569,0,NO,,,,,,,
44.680851,42.553191,0,0,12.765957,0,NO,,,,,,,
8.695652,69.565217,4.347826,10.869565,6.521739,0,NO,,,,,,,
20,74,0,2,4,0,NO,,,,,,,
37.5,58.333333,0,4.166667,0,0,NO,,,,,,,
32.653061,59.183673,0,4.081633,4.081633,0,NO,,,,,,,
33.962264,62.264151,0,3.773585,0,0,NO,,,,,,,
58.928571,30.357143,3.571429,7.142857,0,0,NO,,,,,,,
16.666667,70.37037,0,3.703704,9.259259,0,NO,,,,,,,
23.636364,61.818182,0,3.636364,10.909091,0,NO,,,,,,,
18,64,0,8,10,0,NO,,,,,,,
0,0,0,0,0,0,NO,,,,,,,
14.285714,0,2.040816,79.591837,4.081633,10,NO,,,,,,,
18.181818,4.545455,6.818182,70.454545,0,2,NO,,,,,,,
20,54.285714,5.714286,11.428571,8.571429,0,NO,,,,,,,
27.659574,51.06383,0,17.021277,4.255319,0,NO,,,,,,,
29.545455,56.818182,0,0,13.636364,2,NO,,,,,,,
29.787234,55.319149,0,4.255319,10.638298,2,NO,,,,,,,
15.384615,78.846154,0,3.846154,1.923077,0,NO,,,,,,,
20,71.111111,0,0,8.888889,2,NO,,,,,,,
28.846154,50,0,11.538462,9.615385,0,NO,,,,,,,
13.636364,40.909091,2.272727,38.636364,4.545455,0,NO,,,,,,,
26.666667,53.333333,4.444444,13.333333,2.222222,0,NO,,,,,,,
23.529412,66.666667,0,7.843137,1.960784,0,NO,,,,,,,
24.489796,57.142857,0,12.244898,6.122449,0,NO,,,,,,,
29.72973,45.945946,8.108108,5.405405,10.810811,0,NO,,,,,,,
20.454545,56.818182,0,13.636364,9.090909,0,NO,,,,,,,
34.615385,57.692308,0,0,7.692308,5,NO,,,,,,,
28.888889,48.888889,2.222222,8.888889,11.111111,0,NO,,,,,,,
33.333333,40.47619,7.142857,14.285714,4.761905,0,NO,,,,,,,
24,44,2,28,2,0,NO,,,,,,,
10.638298,61.702128,4.255319,12.765957,10.638298,0,NO,,,,,,,
26.666667,55.555556,4.444444,13.333333,0,3,NO,,,,,,,
21.276596,68.085106,0,4.255319,6.382979,0,NO,,,,,,,
27.45098,60.784314,0,7.843137,3.921569,0,NO,,,,,,,
20.930233,62.790698,4.651163,4.651163,6.976744,8,NO,,,,,,,
22.641509,73.584906,0,3.773585,0,0,NO,,,,,,,
15.686275,80.392157,0,0,3.921569,0,NO,,,,,,,
14,80,0,0,6,0,NO,,,,,,,
24.528302,66.037736,0,7.54717,1.886792,0,NO,,,,,,,
21.428571,67.857143,0,8.928571,1.785714,9,NO,,,,,,,
16,50,6,26,2,3,NO,,,,,,,
28.846154,50,3.846154,17.307692,0,0,NO,,,,,,,
31.914894,51.06383,2.12766,6.382979,8.510638,0,NO,,,,,,,
35.087719,59.649123,0,0,5.263158,0,NO,,,,,,,
25.531915,63.829787,0,0,10.638298,0,NO,,,,,,,
32.20339,67.79661,0,0,0,0,NO,,,,,,,
25,60.416667,0,8.333333,6.25,0,NO,,,,,,,
32.692308,59.615385,0,0,7.692308,0,NO,,,,,,,
25.423729,74.576271,0,0,0,0,NO,,,,,,,
28.301887,66.037736,0,0,5.660377,0,NO,,,,,,,
23.636364,72.727273,0,0,3.636364,0,NO,,,,,,,
18.367347,55.102041,10.204082,12.244898,4.081633,0,NO,,,,,,,
33.333333,64.814815,0,0,1.851852,0,NO,,,,,,,
50.980392,47.058824,0,0,1.960784,0,NO,,,,,,,
42.553191,48.93617,0,0,8.510638,0,NO,,,,,,,
18.367347,63.265306,2.040816,0,16.326531,4,NO,,,,,,,
22.727273,43.181818,15.909091,13.636364,4.545455,0,NO,,,,,,,
25,73.214286,0,0,1.785714,0,NO,,,,,,,
22,74,0,0,4,0,NO,,,,,,,
12.820513,51.282051,5.128205,25.641026,5.128205,3,NO,,,,,,,
41.304348,45.652174,4.347826,4.347826,4.347826,0,NO,,,,,,,
46.296296,44.444444,0,0,9.259259,0,NO,,,,,,,
20.689655,70.689655,0,6.896552,1.724138,3,NO,,,,,,,
10.416667,60.416667,0,25,4.166667,1,NO,,,,,,,
22.44898,53.061224,6.122449,16.326531,2.040816,0,NO,,,,,,,
31.111111,53.333333,2.222222,0,13.333333,0,NO,,,,,,,
30.769231,55.769231,0,11.538462,1.923077,3,NO,,,,,,,
34.090909,43.181818,0,13.636364,9.090909,0,NO,,,,,,,
28.301887,64.150943,0,3.773585,3.773585,1,NO,,,,,,,
0,0,0,0,0,0,NO,,,,,,,
67.647059,0,2.941176,29.411765,0,0,NO,,,,,,,
17.777778,0,13.333333,66.666667,2.222222,0,NO,,,,,,,
44.444444,50,0,0,5.555556,0,NO,,,,,,,
46.296296,48.148148,0,0,5.555556,0,NO,,,,,,,
58,36,0,0,6,0,NO,,,,,,,
42.592593,53.703704,1.851852,0,1.851852,0,NO,,,,,,,
24.489796,48.979592,8.163265,16.326531,2.040816,0,NO,,,,,,,
26.923077,59.615385,3.846154,7.692308,1.923077,0,NO,,,,,,,
21.428571,76.785714,0,0,1.785714,0,NO,,,,,,,
67.307692,23.076923,0,0,9.615385,0,NO,,,,,,,
26,62,0,8,4,0,NO,,,,,,,
35.555556,46.666667,6.666667,8.888889,2.222222,0,NO,,,,,,,
48.888889,35.555556,0,4.444444,11.111111,0,NO,,,,,,,
